11,"[1.6460423634336661, 0.72989091470521661]"
10,"[1.2996052631578963, 0.57610781081313445]"
13,"[1.0303378378378378, 0.56998626766357696]"
12,"[1.2784641638225243, 0.61896383006512468]"
15,"[1.5039491525423745, 0.64866043863193579]"
14,"[1.2935658914728698, 0.57775074408585458]"
16,"[1.046190476190477, 0.58611291119647113]"
08,"[0.32775423728813641, 0.26755634842376175]"
09,"[0.73633663366336621, 0.44755822182739685]"
