	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
0	0.54358974358974355	0.3487179487179487	0.010256410256410256	0.010256410256410256	0.010256410256410256	0.0051282051282051282	0.0051282051282051282	0.0051282051282051282	0.0051282051282051282	0.0051282051282051282	0.0051282051282051282	0.0051282051282051282	0.0051282051282051282	0.0051282051282051282	0.0051282051282051282	0.0051282051282051282	0.0051282051282051282	0.0051282051282051282	0.0051282051282051282	0.0051282051282051282
1	0.12820512820512819	0.25641025641025639	0.45512820512820512	0.044871794871794872	0.00641025641025641	0.01282051282051282	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.01282051282051282	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641
2	0.079754601226993863	0.09815950920245399	0.30061349693251532	0.3619631901840491	0.061349693251533742	0.012269938650306749	0.0061349693251533744	0.0061349693251533744	0.0061349693251533744	0.0061349693251533744	0.0061349693251533744	0.0061349693251533744	0.0061349693251533744	0.0061349693251533744	0.0061349693251533744	0.0061349693251533744	0.0061349693251533744	0.0061349693251533744	0.0061349693251533744	0.0061349693251533744
3	0.035460992907801421	0.056737588652482268	0.099290780141843976	0.20567375886524822	0.38297872340425532	0.085106382978723402	0.021276595744680851	0.014184397163120567	0.014184397163120567	0.0070921985815602835	0.0070921985815602835	0.0070921985815602835	0.014184397163120567	0.0070921985815602835	0.0070921985815602835	0.0070921985815602835	0.0070921985815602835	0.0070921985815602835	0.0070921985815602835	0.0070921985815602835
4	0.030674846625766871	0.018404907975460124	0.049079754601226995	0.11042944785276074	0.28834355828220859	0.26380368098159507	0.15337423312883436	0.0061349693251533744	0.0061349693251533744	0.0061349693251533744	0.0061349693251533744	0.0061349693251533744	0.0061349693251533744	0.0061349693251533744	0.0061349693251533744	0.012269938650306749	0.0061349693251533744	0.0061349693251533744	0.0061349693251533744	0.0061349693251533744
5	0.045112781954887216	0.03007518796992481	0.03007518796992481	0.045112781954887216	0.14285714285714285	0.17293233082706766	0.3007518796992481	0.13533834586466165	0.0075187969924812026	0.0075187969924812026	0.0075187969924812026	0.0075187969924812026	0.015037593984962405	0.0075187969924812026	0.0075187969924812026	0.0075187969924812026	0.0075187969924812026	0.0075187969924812026	0.0075187969924812026	0.0075187969924812026
6	0.040268456375838924	0.0067114093959731542	0.0067114093959731542	0.033557046979865772	0.053691275167785234	0.12080536912751678	0.17449664429530201	0.3087248322147651	0.17449664429530201	0.0067114093959731542	0.0067114093959731542	0.0067114093959731542	0.013422818791946308	0.0067114093959731542	0.0067114093959731542	0.0067114093959731542	0.0067114093959731542	0.0067114093959731542	0.0067114093959731542	0.0067114093959731542
7	0.036764705882352942	0.014705882352941176	0.0073529411764705881	0.014705882352941176	0.036764705882352942	0.066176470588235295	0.095588235294117641	0.20588235294117646	0.3014705882352941	0.125	0.0073529411764705881	0.0073529411764705881	0.0073529411764705881	0.0073529411764705881	0.0073529411764705881	0.0073529411764705881	0.0073529411764705881	0.014705882352941176	0.014705882352941176	0.014705882352941176
8	0.020689655172413793	0.0068965517241379309	0.0068965517241379309	0.0068965517241379309	0.020689655172413793	0.041379310344827586	0.082758620689655171	0.082758620689655171	0.22758620689655173	0.30344827586206896	0.1310344827586207	0.0068965517241379309	0.0068965517241379309	0.0068965517241379309	0.0068965517241379309	0.0068965517241379309	0.0068965517241379309	0.0068965517241379309	0.013793103448275862	0.0068965517241379309
9	0.007246376811594203	0.007246376811594203	0.007246376811594203	0.007246376811594203	0.007246376811594203	0.021739130434782608	0.072463768115942032	0.079710144927536225	0.11594202898550725	0.15217391304347827	0.2608695652173913	0.18115942028985507	0.007246376811594203	0.007246376811594203	0.007246376811594203	0.007246376811594203	0.007246376811594203	0.014492753623188406	0.007246376811594203	0.021739130434782608
10	0.021276595744680851	0.014184397163120567	0.0070921985815602835	0.014184397163120567	0.0070921985815602835	0.028368794326241134	0.042553191489361701	0.014184397163120567	0.063829787234042548	0.13475177304964539	0.16312056737588654	0.28368794326241137	0.14893617021276595	0.0070921985815602835	0.0070921985815602835	0.0070921985815602835	0.0070921985815602835	0.014184397163120567	0.0070921985815602835	0.0070921985815602835
11	0.0069444444444444441	0.0069444444444444441	0.0069444444444444441	0.0069444444444444441	0.013888888888888888	0.013888888888888888	0.0069444444444444441	0.020833333333333332	0.020833333333333332	0.083333333333333329	0.1388888888888889	0.19444444444444445	0.25694444444444442	0.16666666666666666	0.013888888888888888	0.0069444444444444441	0.0069444444444444441	0.013888888888888888	0.0069444444444444441	0.0069444444444444441
12	0.011695906432748537	0.0058479532163742687	0.0058479532163742687	0.011695906432748537	0.011695906432748537	0.0058479532163742687	0.023391812865497075	0.011695906432748537	0.0058479532163742687	0.029239766081871343	0.076023391812865493	0.081871345029239762	0.33918128654970758	0.22807017543859648	0.1111111111111111	0.011695906432748537	0.0058479532163742687	0.011695906432748537	0.0058479532163742687	0.0058479532163742687
13	0.014184397163120567	0.0070921985815602835	0.0070921985815602835	0.0070921985815602835	0.0070921985815602835	0.014184397163120567	0.0070921985815602835	0.0070921985815602835	0.0070921985815602835	0.021276595744680851	0.070921985815602842	0.078014184397163122	0.11347517730496454	0.20567375886524822	0.31205673758865249	0.078014184397163122	0.014184397163120567	0.014184397163120567	0.0070921985815602835	0.0070921985815602835
14	0.0073529411764705881	0.014705882352941176	0.0073529411764705881	0.0073529411764705881	0.0073529411764705881	0.0073529411764705881	0.0073529411764705881	0.0073529411764705881	0.022058823529411766	0.0073529411764705881	0.022058823529411766	0.051470588235294115	0.044117647058823532	0.11029411764705882	0.19852941176470587	0.38970588235294118	0.066176470588235295	0.0073529411764705881	0.0073529411764705881	0.0073529411764705881
15	0.01282051282051282	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.01282051282051282	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.019230769230769232	0.019230769230769232	0.05128205128205128	0.096153846153846159	0.089743589743589744	0.20512820512820512	0.38461538461538464	0.044871794871794872	0.00641025641025641	0.00641025641025641
16	0.0062893081761006293	0.0062893081761006293	0.0062893081761006293	0.0062893081761006293	0.0062893081761006293	0.012578616352201259	0.0062893081761006293	0.012578616352201259	0.0062893081761006293	0.012578616352201259	0.018867924528301886	0.025157232704402517	0.0440251572327044	0.018867924528301886	0.062893081761006289	0.15723270440251572	0.21383647798742139	0.36477987421383645	0.0062893081761006293	0.0062893081761006293
17	0.0060606060606060606	0.0060606060606060606	0.0060606060606060606	0.0060606060606060606	0.0060606060606060606	0.0060606060606060606	0.0060606060606060606	0.0060606060606060606	0.0060606060606060606	0.0060606060606060606	0.0060606060606060606	0.012121212121212121	0.018181818181818181	0.018181818181818181	0.036363636363636362	0.084848484848484854	0.16969696969696971	0.32121212121212123	0.26666666666666666	0.0060606060606060606
18	0.0062893081761006293	0.0062893081761006293	0.0062893081761006293	0.0062893081761006293	0.0062893081761006293	0.0062893081761006293	0.0062893081761006293	0.0062893081761006293	0.0062893081761006293	0.018867924528301886	0.0062893081761006293	0.0062893081761006293	0.0062893081761006293	0.012578616352201259	0.012578616352201259	0.037735849056603772	0.069182389937106917	0.14465408805031446	0.44654088050314467	0.18238993710691823
19	0.0080000000000000002	0.0080000000000000002	0.0080000000000000002	0.0080000000000000002	0.0080000000000000002	0.0080000000000000002	0.0080000000000000002	0.024	0.0080000000000000002	0.016	0.0080000000000000002	0.016	0.0080000000000000002	0.0080000000000000002	0.0080000000000000002	0.0080000000000000002	0.016	0.024	0.20000000000000001	0.59999999999999998
